Number of Bus,Name of Bus,ID,EIA plant code_gen ID,Start-Up Costs ($/MW of capacity/start),Shut-Down Costs ($/MW/shutdown),Cold Start-Up Time (hours),Warm Start-Up Time (hours),Hot Start-Up Time (hours),Minimum Up Time (hours),Minimum Down Time (hours),Ramp Rate Up and Down (%/min) , Variable O&M Costs ($/MWh),Fuel Costs ($/MMBtu),Sub Num of Bus,Status,Gen MW,Gen Mvar,Min MW,Max MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Cost,IOD,AVR,RegBus Num,Fuel Type,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model
240222,WINGATE 3 3,1,56291_2,0,0,0,0,0,6000,0,0.1667,,,4189,Closed,155.43,-70.48,0,155.43,YES,10,0,0,0,1,0,YES,240220,WND (Wind),1.031,-70.48,106.46,YES,223.5,Piecewise Linear
240223,WINGATE 3 4,1,56291_1,0,0,0,0,0,6000,0,12,,,4189,Closed,164.71,-72.47,0,164.71,YES,10,0,0,0,1,0,YES,240220,WND (Wind),1.031,-72.47,72.51,YES,213,Piecewise Linear
240225,MARYNEAL 1 2,1,56311_SW3,0,0,0,0,0,6000,0,12,,,4190,Closed,92.05,-10.35,0,92.05,YES,10,0,0,0,1,0,YES,240225,WND (Wind),1.04,-38.53,57.25,YES,135,Piecewise Linear
240228,MARYNEAL 2 3,1,56337_SW4,0,0,0,0,0,6000,0,12,,,4191,Closed,152.28,-25.17,0,152.28,YES,10,0,0,0,1,0,YES,240228,WND (Wind),1.04,-64.89,110.48,YES,241,Piecewise Linear
240230,MARYNEAL 3 2,1,56372_SW5,0,0,0,0,0,6000,0,1,,,4192,Closed,54.89,-23.36,0,54.89,YES,10,0,0,0,1,0,YES,240230,WND (Wind),1.04,-23.36,35.28,YES,80.5,Piecewise Linear
240233,ABILENE 6 3,1,56395_1,0,0,0,0,0,6000,0,0.1667,,,4193,Closed,149.23,-53.92,0,149.23,YES,10,0,0,0,1,0,YES,240231,WND (Wind),1.024,-53.92,83.97,YES,200,Piecewise Linear
240236,ABILENE 7 3,1,56483_1,0,0,0,0,0,6000,0,0.1667,,,4194,Closed,117.56,-31.31,0,117.56,YES,10,0,0,0,1,0,YES,240236,WND (Wind),1.04,-65.5,89.48,YES,200,Piecewise Linear
240239,NOLAN 4 3,1,56484_1,0,0,0,0,0,6000,0,0.1667,,,4195,Closed,137.13,-21.72,0,137.13,YES,10,0,0,0,1,0,YES,240239,WND (Wind),1.04,-73.21,77.33,YES,232.5,Piecewise Linear
240241,LORAINE 2 2,1,56592_CH1,0,0,0,0,0,6000,0,0.1667,,,4196,Closed,74.36,-14.57,0,74.36,YES,10,0,0,0,1,0,YES,240241,WND (Wind),1.04,-38.46,39.89,YES,126.5,Piecewise Linear
240244,LORAINE 3 3,1,56593_RO1,0,0,0,0,0,6000,0,0.1667,,,4197,Closed,123.27,-16.95,0,123.27,YES,10,0,0,0,1,0,YES,240244,WND (Wind),1.04,-58.68,72,YES,209,Piecewise Linear
240246,HERMLEIGH 2 2,1,56602_SNY1,0,0,0,0,0,6000,0,0.1667,,,4198,Closed,44.18,-9.2,0,44.18,YES,5,0,0,0,1,0,YES,240246,WND (Wind),1.04,-20.26,28.39,YES,63,Piecewise Linear
240248,NOLAN 5 2,1,56638_GEN1,0,0,0,0,0,6000,0,0.1667,,,4199,Closed,131.61,-52.97,0,131.61,YES,10,0,0,0,1,0,YES,240247,WND (Wind),1.034,-52.97,64.76,YES,170.2,Piecewise Linear
240250,MERKEL 5 2,1,56649_1,0,0,0,0,0,6000,0,0.1667,,,4200,Closed,91.08,-9.9,0,91.08,YES,10,0,0,0,1,0,YES,240250,WND (Wind),1.04,-28.64,43.05,YES,101.2,Piecewise Linear
240255,SILVER 2 5,1,56754_1,0,0,0,0,0,6000,0,0.1667,,,4201,Closed,71.95,-20.29,0,71.95,YES,10,0,0,0,1,0,YES,240255,WND (Wind),1.04,-20.29,35.77,YES,80,Piecewise Linear
240256,SILVER 2 6,1,56754_2,0,0,0,0,0,6000,0,0.1667,,,4201,Closed,45.53,-20.76,0,45.53,YES,10,0,0,0,1,0,YES,240256,WND (Wind),1.04,-20.76,29.98,YES,69.6,Piecewise Linear
240258,STERLING CITY 2 2,1,56763_2,0,0,0,0,0,6000,0,0.1667,,,4202,Closed,127.29,-46.59,0,127.29,YES,10,0,0,0,1,0,YES,240258,WND (Wind),1.04,-62.16,82.54,YES,214.5,Piecewise Linear
240259,STERLING CITY 2 3,1,56763_3,0,0,0,0,0,6000,0,12,,,4202,Closed,114.71,-56.39,0,114.71,YES,10,0,0,0,1,0,YES,240259,WND (Wind),1.04,-56.39,84.21,YES,186,Piecewise Linear
240260,STERLING CITY 2 4,1,56763_1,0,0,0,0,0,6000,0,12,,,4202,Closed,134.55,-28.91,0,134.55,YES,10,0,0,0,1,0,YES,240260,WND (Wind),1.04,-48.3,67.08,YES,149.5,Piecewise Linear
240261,STERLING CITY 2 5,1,56763_4,0,0,0,0,0,6000,0,12,,,4202,Closed,76.71,-26.46,0,76.71,YES,10,0,0,0,1,0,YES,240261,WND (Wind),1.04,-35.38,42.41,YES,112.5,Piecewise Linear
240266,BLACKWELL 2 5,1,56774_1,0,0,0,0,0,6000,0,12,,,4203,Closed,75.16,-30.71,0,75.16,YES,10,0,0,0,1,0,YES,240266,WND (Wind),1.04,-48.37,53.22,YES,169.5,Piecewise Linear
240269,HERMLEIGH 3 3,1,56775_1,0,0,0,0,0,6000,0,12,,,4204,Closed,71.21,-9.43,0,71.21,YES,10,0,0,0,1,0,YES,240269,WND (Wind),1.04,-35.55,52.6,YES,120,Piecewise Linear
240272,LUEDERS 2 3,1,56823_HWFG1,0,0,0,0,0,6000,0,0.1667,,,4205,Closed,146.07,-24.24,0,146.07,YES,10,0,0,0,1,0,YES,240272,WND (Wind),1.04,-54.69,70.77,YES,162.3,Piecewise Linear
240275,STERLING CITY 3 3,1,56979_1,0,0,0,0,0,6000,0,0.1667,,,4206,Closed,126.06,-57.09,0,126.06,YES,10,0,0,0,1,0,YES,240273,WND (Wind),1.039,-57.09,60.91,YES,199.5,Piecewise Linear
240278,HERMLEIGH 4 3,1,56981_PYRBT,0,0,0,0,0,0,0,>12,,,4207,Closed,9.9,-2.56,3.08,9.9,YES,10,0,0,0,10.14,0,YES,240278,OTH (Other),1.04,-2.56,3.08,YES,9.9,Piecewise Linear
240278,HERMLEIGH 4 3,2,56981_1,0,0,0,0,0,6000,0,0.1667,,,4207,Closed,162.9,-15.9,0,162.9,YES,10,0,0,0,1,0,YES,240276,WND (Wind),1.04,-64.54,99.91,YES,249,Piecewise Linear
240280,ROSCOE 1 2,1,56984_INABT,0,0,0,0,0,0,0,0.1667,,,4208,Closed,9.9,-2.63,1.48,9.9,YES,10,0,0,0,10.2,0,YES,240280,OTH (Other),1.04,-2.63,4.11,YES,9.9,Piecewise Linear
240280,ROSCOE 1 2,2,56984_1,0,0,0,0,0,6000,0,0.1667,,,4208,Closed,39.13,-3.28,0,39.13,YES,10,0,0,0,1,0,YES,240280,WND (Wind),1.04,-51.05,70.03,YES,197,Piecewise Linear
240282,KNICKERBOCKER 7 2,1,57153_1,0,0,0,0,0,6000,0,0.1667,,,4209,Closed,35.41,-49.98,0,35.41,YES,10,0,0,0,1,0,YES,240282,WND (Wind),1.04,-49.98,57.18,YES,150,Piecewise Linear
240284,LORAINE 4 2,1,57303_LWG1,0,0,0,0,0,6000,0,12,,,4210,Closed,17.71,-8.97,0,17.71,YES,10,0,0,0,1,0,YES,240284,WND (Wind),1.04,-26.15,33.44,YES,75,Piecewise Linear
240285,LORAINE 4 3,1,57303_LWG2,0,0,0,0,0,6000,0,12,,,4210,Closed,52.59,-9.02,0,52.59,YES,10,0,0,0,1,0,YES,240285,WND (Wind),1.04,-22.59,36.3,YES,75,Piecewise Linear
240288,HASKELL 2 3,1,59207_OCIA7,0,0,0,0,0,6000,0,0.1667,,,4211,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,240288,SUN (Solar),1.04,-32.13,42.11,YES,100,Piecewise Linear
240291,DEL RIO 10 2,1,60217_RKSP,0,0,0,0,0,6000,0,1,,,4212,Closed,133.67,-46.52,0,133.67,YES,10,0,0,0,1,0,YES,240290,WND (Wind),1.04,-46.52,60.31,YES,149.3,Piecewise Linear
240293,WEINERT 2 2,1,60339_HCWF,0,0,0,0,0,6000,0,12,,,4213,Closed,206.86,-19.42,0,206.86,YES,10,0,0,0,1,0,YES,240292,WND (Wind),1.037,-62.13,100.94,YES,230,Piecewise Linear
240296,DOOLE 1 2,1,60743_WT1,0,0,0,0,0,0,0,1,,,4214,Closed,131.41,-48.11,0,131.41,YES,10,0,0,0,1,0,YES,240296,WND (Wind),1.04,-48.11,64.94,YES,160,Piecewise Linear
240298,SILVER 3 2,1,60789_UNIT1,0,0,0,0,0,0,0,0.1667,,,4215,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,240298,SUN (Solar),1.04,-9.6,10.77,YES,30,Piecewise Linear
240301,WEINERT 3 3,1,60901_WSPWF,0,0,0,0,0,6000,0,1,,,4216,Closed,59.02,-66.94,0,59.02,YES,10,0,0,0,1,0,YES,240299,WND (Wind),1.024,-66.94,119.45,YES,250,Piecewise Linear
240304,BARNHART 1 3,1,60987_GEN1,0,0,0,0,0,6000,0,12,,,4217,Closed,70.83,-88.8,0,70.83,YES,5,0,0,0,1,0,YES,240302,WND (Wind),1.04,-88.8,139.87,YES,300,Piecewise Linear
240307,EDEN 2 3,1,61001_WT1,0,0,0,0,0,0,0,1,,,4218,Closed,102.28,-41.76,0,102.28,YES,5,0,0,0,1,0,YES,240307,WND (Wind),1.04,-41.76,62.19,YES,150,Piecewise Linear
240312,ELDORADO 4 5,1,61782_WTGS,0,0,0,0,0,0,0,1,,,4219,Closed,154.27,-62.03,0,154.27,YES,10,0,0,0,1,0,YES,240308,WND (Wind),1.03,-62.03,63.73,YES,199.5,Piecewise Linear
240317,BARNHART 2 3,1,62038_STRAE,0,0,0,0,0,0,0,12,,,4221,Closed,248.37,-84.1,0,248.37,YES,5,0,0,0,1,0,YES,240315,WND (Wind),1.037,-84.1,125,YES,302.4,Piecewise Linear
240320,OZONA 4 3,1,62259_RAN,0,0,0,0,0,0,0,12,,,4222,Closed,185.01,-77.22,0,185.01,YES,10,0,0,0,1,0,YES,240318,WND (Wind),1.04,-77.22,133.93,YES,300,Piecewise Linear
250347,REKLAW 4 3,1,3504_ST2,100,10,8,8,8,60,5,1,,,4552,Closed,149.55,16.84,149.55,502,YES,10,0,0,0,3.431,0,YES,250345,NG (Natural Gas),1.04,-170.18,255.52,YES,502,Piecewise Linear
250348,REKLAW 4 4,1,3504_ST1,100,10,8,8,8,60,5,1,,,4552,Closed,59.76,-0.63,59.76,167,YES,10,0,0,0,2.928,0,YES,250348,NG (Natural Gas),1.04,-42.27,85,YES,167,Piecewise Linear
250354,TRINIDAD 5 3,1,3507_6,100,10,8,8,8,60,5,1,,,4553,Closed,76.72,4.71,76.72,235,YES,10,0,0,0,3.37,0,YES,250354,NG (Natural Gas),1.04,-65.48,119.61,YES,235,Piecewise Linear
250358,TATUM 4 2,1,6146_1,115,11.5,24,24,12,60,14,0.1667,,,4554,Closed,800,120.18,386.3,800,YES,10,0,0,0,1.6,0,YES,250357,BIT (Bituminous Coal),1.039,-207.1,372.8,YES,800,Piecewise Linear
250359,TATUM 4 3,1,6146_2,115,11.5,24,24,12,60,14,0.1667,,,4554,Closed,805,120.18,132.07,805,YES,10,0,0,0,1.6,0,YES,250357,BIT (Bituminous Coal),1.039,-204.88,375.13,YES,805,Piecewise Linear
250360,TATUM 4 4,1,6146_3,115,11.5,24,24,12,60,14,0.1667,,,4554,Closed,805,120.18,353.64,805,YES,10,0,0,0,1.6,0,YES,250357,BIT (Bituminous Coal),1.039,-257.33,375.13,YES,805,Piecewise Linear
250362,LONG BRANCH 3 2,1,55132_STG1,85,8.5,6,6,4,840,0,0.1667,,,4555,Closed,110.76,28.65,110.76,402,YES,10,0,0,0,3.153,0,YES,250361,NG (Natural Gas),1.04,-123.65,204.62,YES,402,Piecewise Linear
250363,LONG BRANCH 3 3,1,55132_GTG1,85,8.5,6,6,4,840,0,1,,,4555,Closed,147,0.33,19.66,147,YES,5,0,0,0,3.287,0,YES,250363,NG (Natural Gas),1.04,-38.38,74.82,YES,147,Piecewise Linear
250364,LONG BRANCH 3 4,1,55132_GTG2,85,8.5,6,6,4,840,0,1,,,4555,Closed,149,1.03,43.12,149,YES,5,0,0,0,3.137,0,YES,250364,NG (Natural Gas),1.04,-41.76,75.84,YES,149,Piecewise Linear
250365,LONG BRANCH 3 5,1,55132_GTG3,85,8.5,6,6,4,840,0,1,,,4555,Closed,147,-0.44,23.87,147,YES,5,0,0,0,3.114,0,YES,250365,NG (Natural Gas),1.04,-46.65,74.82,YES,147,Piecewise Linear
250367,FAIRFIELD 5 2,1,55226_ST3,85,8.5,6,6,4,840,0,0.1667,,,4556,Closed,67.63,14.15,67.63,177,YES,8,0,0,0,3.18,0,YES,250366,NG (Natural Gas),1.041,-52.33,90.09,YES,177,Piecewise Linear
250368,FAIRFIELD 5 3,1,55226_ST6,85,8.5,6,6,4,840,0,0.1667,,,4556,Closed,23.93,14.15,23.93,172,YES,8,0,0,0,3.36,0,YES,250366,NG (Natural Gas),1.041,-44.62,87.55,YES,172,Piecewise Linear
250369,FAIRFIELD 5 4,1,55226_GT1,85,8.5,6,6,4,840,0,0.1667,,,4556,Closed,55.65,14.15,55.65,153,YES,5,0,0,0,3.289,0,YES,250366,NG (Natural Gas),1.041,-43.98,77.88,YES,153,Piecewise Linear
250370,FAIRFIELD 5 5,1,55226_GT2,85,8.5,6,6,4,840,0,0.1667,,,4556,Closed,34.42,-5.86,34.42,153,YES,5,0,0,0,3.386,0,YES,250370,NG (Natural Gas),1.04,-40.14,77.88,YES,153,Piecewise Linear
250371,FAIRFIELD 5 6,1,55226_GT3,85,8.5,6,6,4,840,0,0.1667,,,4556,Closed,149,-4.62,42.74,149,YES,5,0,0,0,3.026,0,YES,250371,NG (Natural Gas),1.04,-43.54,75.84,YES,149,Piecewise Linear
250372,FAIRFIELD 5 7,1,55226_GT4,85,8.5,6,6,4,840,0,0.1667,,,4556,Closed,149,14.15,44.35,149,YES,5,0,0,0,3.088,0,YES,250366,NG (Natural Gas),1.041,-41.83,75.84,YES,149,Piecewise Linear
250374,SACUL 2 2,1,55708_STG4,100,10,12,12,12,60,5,1,,,4557,Closed,100,3.24,37.49,100,YES,5,0,0,0,2.15,0,YES,250374,OTH (Other),1.04,-27.97,43.89,YES,100,Piecewise Linear
250376,BLOSSOM 5 2,1,61810_GEN1,0,0,0,0,0,0,0,1,,,4558,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,250376,SUN (Solar),1.04,-3.18,3.33,YES,10,Piecewise Linear
260208,VENUS 3 3,1,55091_STK1,85,8.5,6,6,4,840,0,0.1667,,,4715,Closed,223,-19.82,97.12,260,YES,10,0,0,0,3.338,0,YES,260206,NG (Natural Gas),1.037,-87.91,132.34,YES,260,Piecewise Linear
260209,VENUS 3 4,1,55091_STK2,85,8.5,6,6,4,840,0,0.1667,,,4715,Closed,217,21.68,87.1,260,YES,10,0,0,0,3.388,0,YES,260209,NG (Natural Gas),1.04,-80,132.34,YES,260,Piecewise Linear
260210,VENUS 3 5,1,55091_STK3,85,8.5,6,6,4,840,0,0.1667,,,4715,Closed,221,-19.82,32.94,260,YES,10,0,0,0,3.22,0,YES,260206,NG (Natural Gas),1.037,-80.78,132.34,YES,260,Piecewise Linear
260211,VENUS 3 6,1,55091_STK4,85,8.5,6,6,4,840,0,0.1667,,,4715,Closed,221,-19.82,42.47,259,YES,10,0,0,0,3.183,0,YES,260206,NG (Natural Gas),1.037,-73.95,131.83,YES,259,Piecewise Linear
260212,VENUS 3 7,1,55091_STK5,85,8.5,6,6,4,840,0,0.1667,,,4715,Closed,239,-19.82,137.74,279,YES,10,0,0,0,3.326,0,YES,260206,NG (Natural Gas),1.037,-97.57,142.01,YES,279,Piecewise Linear
260213,VENUS 3 8,1,55091_STK6,85,8.5,6,6,4,840,0,0.1667,,,4715,Closed,247,-19.82,34.59,284,YES,10,0,0,0,3.343,0,YES,260206,NG (Natural Gas),1.037,-84.31,144.56,YES,284,Piecewise Linear
270207,SEGUIN 10 2,1,55137_STG1,85,8.5,6,6,4,840,0,1,,,4891,Closed,200,5.82,40.93,323,YES,10,0,0,0,3.027,0,YES,270206,NG (Natural Gas),1.038,-83.08,164.41,YES,323,Piecewise Linear
270208,SEGUIN 10 3,1,55137_CTG1,85,8.5,6,6,4,840,0,1,,,4891,Closed,27.05,5.98,27.05,165,YES,5,0,0,0,3.331,0,YES,270208,NG (Natural Gas),1.04,-53.1,83.99,YES,165,Piecewise Linear
270209,SEGUIN 10 4,1,55137_CTG2,85,8.5,6,6,4,840,0,>12,3,1.5,4891,Closed,154,5.82,76.03,154,YES,5,0,0,0,3.053,0,YES,270206,NG (Natural Gas),1.038,-46.72,78.39,YES,154,Piecewise Linear
270210,SEGUIN 10 5,1,55137_CTG3,85,8.5,6,6,4,840,0,>12,3,1.5,4891,Closed,154,8.16,18.76,154,YES,5,0,0,0,2.946,0,YES,270210,NG (Natural Gas),1.04,-47.38,78.39,YES,154,Piecewise Linear
270212,SAN MARCOS 7 2,1,55144_U1,85,8.5,6,6,4,840,0,0.1667,,,4892,Closed,210,16.16,72.17,210,YES,10,0,0,0,3.621,0,YES,270211,NG (Natural Gas),1.037,-64.53,106.89,YES,210,Piecewise Linear
270213,SAN MARCOS 7 3,1,55144_U4,85,8.5,6,6,4,840,0,0.1667,,,4892,Closed,213,16.16,88.69,213,YES,10,0,0,0,3.124,0,YES,270211,NG (Natural Gas),1.037,-70.72,108.42,YES,213,Piecewise Linear
270214,SAN MARCOS 7 4,1,55144_U3,85,8.5,6,6,4,840,0,0.1667,,,4892,Closed,210,16.16,53.11,210,YES,10,0,0,0,2.963,0,YES,270211,NG (Natural Gas),1.037,-72.95,106.89,YES,210,Piecewise Linear
270215,SAN MARCOS 7 5,1,55144_U2,85,8.5,6,6,4,840,0,>12,3.5,2,4892,Closed,211,16.16,31.88,211,YES,10,0,0,0,3.309,0,YES,270211,NG (Natural Gas),1.037,-66.46,107.4,YES,211,Piecewise Linear
270217,MARION 2 2,1,55153_STG1,85,8.5,6,6,4,840,0,>12,3.5,2,4893,Closed,70.5,13.84,70.5,197,YES,8,0,0,0,3.453,0,YES,270217,NG (Natural Gas),1.04,-54.91,100.27,YES,197,Piecewise Linear
270218,MARION 2 3,1,55153_STG2,85,8.5,6,6,4,840,0,12,3.5,2,4893,Closed,77.32,32,77.32,197,YES,8,0,0,0,3.21,0,YES,270218,NG (Natural Gas),1.04,-59.84,100.27,YES,197,Piecewise Linear
270219,MARION 2 4,1,55153_CTG1,85,8.5,6,6,4,840,0,12,3,1.5,4893,Closed,148,1.45,32.29,148,YES,5,0,0,0,2.994,0,YES,270216,NG (Natural Gas),1.036,-46.93,75.33,YES,148,Piecewise Linear
270220,MARION 2 5,1,55153_CTG2,85,8.5,6,6,4,840,0,1,,,4893,Closed,148,1.45,67.21,148,YES,5,0,0,0,3.294,0,YES,270216,NG (Natural Gas),1.036,-50.2,75.33,YES,148,Piecewise Linear
270221,MARION 2 6,1,55153_CTG3,85,8.5,6,6,4,840,0,1,,,4893,Closed,148,1.45,39.46,148,YES,5,0,0,0,3.199,0,YES,270216,NG (Natural Gas),1.036,-51.45,75.33,YES,148,Piecewise Linear
270222,MARION 2 7,1,55153_CTG4,85,8.5,6,6,4,840,0,>12,3,1.5,4893,Closed,148,13.31,20.01,148,YES,5,0,0,0,3.531,0,YES,270222,NG (Natural Gas),1.04,-50.71,75.33,YES,148,Piecewise Linear
